""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"regulation"	"trait"
"hsa-miR-4501"	8.37711553021444	-0.475309577008279	0.354430065329863	-1.34105321049984	0.179903177118119	0.336204377788631	"none"	"T22D"
"hsa-miR-301a-3p"	54.4247415925185	-0.3454268180289	0.257856588167493	-1.33960827017739	0.180372733682939	0.336565766334827	"none"	"T22D"
"hsa-miR-4751"	2.00197357932107	-1.05246067537248	0.785745945763933	-1.33944143275119	0.180427008756814	0.336565766334827	"none"	"T22D"
"hsa-miR-4417"	1.70678835914797	-1.12474584207659	0.841076511681568	-1.3372693523778	0.18113473114462	0.337576804521125	"none"	"T22D"
"hsa-miR-3191-3p"	4.98292670302281	-0.541406403928979	0.405552129215223	-1.33498597326229	0.181880937326505	0.338513203422118	"none"	"T22D"
"hsa-miR-4646-3p"	5.7567051787237	-0.345928195485282	0.259177514573094	-1.33471530528055	0.181969542340314	0.338513203422118	"none"	"T22D"
"hsa-miR-933"	7.30791543860769	-0.371057311148479	0.278441565517199	-1.3326218391972	0.182655934580936	0.339480053596137	"none"	"T22D"
"hsa-miR-1185-1-3p"	17.0660821609139	-0.391266831527756	0.294042862770713	-1.33064556589104	0.183305661919592	0.340067061320774	"none"	"T22D"
"hsa-miR-6507-5p"	8.37670674922483	-0.407636188730849	0.306317635431652	-1.33076304325875	0.183266991793186	0.340067061320774	"none"	"T22D"
"hsa-miR-199a-3p"	10.6662912034872	0.267712023794318	0.201972989062932	1.3254842889457	0.185010576974404	0.342917693627716	"none"	"T22D"
"hsa-miR-513c-5p"	0.373368146653177	1.7389880899534	1.31398136217368	1.32344958613161	0.185685911048518	0.34385654618712	"none"	"T22D"
"hsa-miR-3911"	4.07863891331178	-0.49706595573767	0.376127310373786	-1.3215364639268	0.186322552552844	0.344722106766707	"none"	"T22D"
"hsa-miR-6857-5p"	4.82070835841465	-0.557355455809802	0.422022685545671	-1.32067652972054	0.186609243089441	0.344939227017415	"none"	"T22D"
"hsa-miR-612"	1.69792316395673	-1.11341468050318	0.845323887254473	-1.31714564948524	0.18778980792562	0.346806744101984	"none"	"T22D"
"hsa_piR_020345/gb/DQ597945/Homo"	0.630110204991026	1.49693714923904	1.13779977271479	1.31564198300668	0.188294235414264	0.347423331104036	"none"	"T22D"
"hsa-miR-570-3p"	7.54077288219952	-0.31368166934641	0.238658075866205	-1.3143559806552	0.188726436635552	0.347905657399655	"none"	"T22D"
"hsa-miR-4662a-5p"	18.7051781699148	-0.363854108936986	0.277228193157704	-1.31247152316144	0.189361088224523	0.348759978945165	"none"	"T22D"
"hsa-miR-369-3p"	28.9331952228208	-0.319926574936757	0.243953351992924	-1.31142520618465	0.189714147534683	0.348877586034156	"none"	"T22D"
"hsa_piR_006426/gb/DQ578783/Homo"	26.42285797018	-1.01974132449732	0.777676185931861	-1.31126726386176	0.189767484205128	0.348877586034156	"none"	"T22D"
"hsa-miR-3714"	0.39803214714898	1.85110621861429	1.4171410864775	1.30622577827835	0.191475788898401	0.351700795298505	"none"	"T22D"
"hsa-miR-3157-3p"	0.509569094905058	-1.91257547362658	1.46650826439727	-1.3041695843512	0.192175767819804	0.352306034393646	"none"	"T22D"
"hsa-miR-361-3p"	287.811653310877	0.236072563330815	0.180978205022849	1.30442537708345	0.192088587364701	0.352306034393646	"none"	"T22D"
"hsa-miR-5572"	9.32205207016328	0.269037626777161	0.206384995840377	1.3035716365023	0.192379676635975	0.352306034393646	"none"	"T22D"
"hsa_piR_019324/gb/DQ596538/Homo"	28.3008195568867	-1.25970979163884	0.96660775841297	-1.30322747844183	0.192497111575909	0.352306034393646	"none"	"T22D"
"hsa-miR-3151-5p"	1.66189978846692	-1.10316631358191	0.848734634412062	-1.29977765588192	0.193677185782099	0.353829979765144	"none"	"T22D"
"hsa-miR-487b-3p"	54.2785291740757	-0.344571289749465	0.265038513038523	-1.30008007439802	0.193573526125943	0.353829979765144	"none"	"T22D"
"hsa-miR-146a-5p"	17.1540893571326	0.227668417327304	0.175434096191606	1.2977432680968	0.194375570139769	0.353842313781709	"none"	"T22D"
"hsa-miR-4317"	17.9600889381232	0.170206023173872	0.131156329038239	1.29773396695365	0.194378767364621	0.353842313781709	"none"	"T22D"
"hsa-miR-4476"	0.520528808091632	2.10640502464171	1.62217184621046	1.29850917432852	0.194112425834655	0.353842313781709	"none"	"T22D"
"hsa-miR-6752-3p"	6.39087342523629	-0.399036232101816	0.307452500782828	-1.29787928569714	0.194328819128623	0.353842313781709	"none"	"T22D"
"hsa-miR-659-3p"	0.582589028598884	2.29525887077048	1.772156405649	1.29517849748138	0.19525866069427	0.355126689137704	"none"	"T22D"
"hsa-miR-3915"	9.38536517302719	0.342572218603773	0.265636702904802	1.28962682813656	0.197180256235752	0.358301678815546	"none"	"T22D"
"hsa-miR-4518"	6.7909180398943	-0.491629089213877	0.381519960478391	-1.28860646923275	0.19753493323711	0.358626255796785	"none"	"T22D"
"hsa-miR-5581-3p"	0.383477431360598	1.82024018906136	1.41381504064401	1.2874669859448	0.197931569465624	0.359026364204342	"none"	"T22D"
"hsa-miR-1296-3p"	3.67666378784454	-0.626487210463913	0.487536412312386	-1.28500599061408	0.198790190637151	0.360067435872038	"none"	"T22D"
"hsa-miR-518e-3p"	1.34958430707762	-1.12544158251684	0.875960233933578	-1.28480898894571	0.198859040430065	0.360067435872038	"none"	"T22D"
"hsa-miR-1257"	1.63143208435048	-1.02485893664572	0.798326330442805	-1.28375940710519	0.199226150911915	0.360285610767216	"none"	"T22D"
"hsa-miR-27a-3p"	333.363106328483	0.601539608386429	0.468872791789876	1.28294842208717	0.199510146757692	0.360285610767216	"none"	"T22D"
"hsa-miR-4435"	6.27143907476713	-0.255397827664297	0.199052178249083	-1.28306974538458	0.199467642198081	0.360285610767216	"none"	"T22D"
"hsa-miR-541-5p"	1.55048425566325	-1.12636234183741	0.878356635682963	-1.28235194689639	0.199719212876191	0.360343699405493	"none"	"T22D"
"hsa-miR-342-5p"	28.102269412476	0.256211772464035	0.199888484441541	1.28177355078685	0.199922095003132	0.360390537629539	"none"	"T22D"
"hsa-miR-3178"	7.61730821531553	-0.460427561580867	0.361032769656888	-1.27530684269586	0.202200656722495	0.364175718606297	"none"	"T22D"
"hsa-miR-4465"	1.500857321828	-0.942561072240458	0.739772682278032	-1.27412257146069	0.202619980250263	0.364608568701224	"none"	"T22D"
"hsa-miR-6766-5p"	1.83513036103165	-0.968383188913887	0.762985519663717	-1.26920257849808	0.204368821660908	0.367106957427927	"none"	"T22D"
"hsa-miR-6831-3p"	3.09506281464253	0.669181740769941	0.527054051582312	1.26966435180782	0.204204216096936	0.367106957427927	"none"	"T22D"
"hsa-miR-103b"	5.93020229984607	0.249431544981594	0.196741876449213	1.26781115176556	0.204865398776101	0.367674728904774	"none"	"T22D"
"hsa-miR-4513"	1.45826249977675	-0.915001013433067	0.723049023627989	-1.26547576102369	0.205700832031697	0.368849115183597	"none"	"T22D"
"hsa-miR-18a-3p"	10.514117277205	-0.264014037717174	0.209173800408473	-1.26217545984062	0.206885657007012	0.369996561302267	"none"	"T22D"
"hsa_piR_017723/gb/DQ594464/Homo"	0.463957122219055	2.05797878479939	1.62964809513876	1.26283630861064	0.206648013156068	0.369996561302267	"none"	"T22D"
"hsa_piR_020497/gb/DQ598177/Homo"	4.03307809835383	0.546885852877767	0.4331958608575	1.26244477912421	0.20678878478281	0.369996561302267	"none"	"T22D"
"hsa-miR-6825-5p"	4.50203126406582	-0.575276727737422	0.456623553252024	-1.25984900174413	0.207723838886644	0.371169701589557	"none"	"T22D"
"hsa-miR-6796-5p"	2.45415204398131	0.74592596992542	0.593222988065906	1.25741244849154	0.208604323857554	0.372416308236492	"none"	"T22D"
"hsa-miR-8089"	7.27326756390769	-0.380599263213952	0.304219062264775	-1.25106974027387	0.210909034393289	0.376201141032513	"none"	"T22D"
"hsa-miR-3662"	2.8445506653452	-0.984243125501239	0.788396050449318	-1.24841204486033	0.211880200288732	0.377602771643174	"none"	"T22D"
"hsa-miR-378i"	3.54339065373174	0.629881763268946	0.504928034252633	1.24746839260225	0.212225802695479	0.377888077002353	"none"	"T22D"
"hsa-miR-4433a-3p"	155.963401070614	0.273091507061687	0.219140878321232	1.24619153283383	0.212694086833295	0.378391139632682	"none"	"T22D"
"hsa_piR_019068/gb/DQ596183/Homo"	30.3507082773132	-1.15611351554353	0.928610019850592	-1.24499358269852	0.213134109140965	0.378843089284595	"none"	"T22D"
"hsa-miR-10a-5p"	356.223248704392	0.252497198983753	0.203235425021788	1.24238773312617	0.214093539380901	0.379885487560013	"none"	"T22D"
"hsa-miR-5586-5p"	8.87025150458786	0.338215058687037	0.272157175704663	1.24271960793001	0.213971175817796	0.379885487560013	"none"	"T22D"
"hsa-miR-514a-5p"	12.8924345966721	0.369325807151804	0.297549600605898	1.24122434175596	0.214522884974594	0.380316028453654	"none"	"T22D"
"hsa-miR-1324"	0.404261576072432	1.87548785006068	1.51630526076136	1.23688013132591	0.216131587338402	0.382529359739814	"none"	"T22D"
"hsa-miR-6730-5p"	28.8644217525809	0.232788592385856	0.188212553942956	1.23683881605693	0.216146928355683	0.382529359739814	"none"	"T22D"
"hsa-miR-769-3p"	10.8423902797606	0.223588137118117	0.180956901580663	1.23558778452255	0.21661182761588	0.38268715772207	"none"	"T22D"
"hsa-miR-8054"	1.6255988095017	-1.03029048187663	0.83353139716088	-1.23605479695899	0.216438195738883	0.38268715772207	"none"	"T22D"
"hsa-miR-183-5p"	252.86658007655	-0.332995785502422	0.270199407079483	-1.23240753598126	0.21779688726043	0.384447365120881	"none"	"T22D"
"hsa-miR-646"	1.51869203879576	-0.969195818038643	0.787607592299724	-1.23055672331535	0.218488699579589	0.385001281179605	"none"	"T22D"
"hsa-miR-6746-3p"	2.18449710891973	-1.04706965150701	0.850594816652395	-1.23098522470177	0.218328390447041	0.385001281179605	"none"	"T22D"
"hsa-miR-548h-3p"	23.3496836533534	0.225753918772598	0.183605960784027	1.22955658851484	0.218863194803924	0.385327854637506	"none"	"T22D"
"hsa-miR-4706"	5.35526051447221	-0.362794117025529	0.295617318030986	-1.227242434381	0.219731484661196	0.386522482085367	"none"	"T22D"
"hsa-miR-6071"	0.844814543536889	-1.40357348168816	1.14637814742218	-1.22435470777624	0.220818447373406	0.388099376444891	"none"	"T22D"
"hsa-miR-4259"	7.88202624347289	-0.381229394476899	0.31193359538611	-1.2221492013549	0.221651209889531	0.388557241432853	"none"	"T22D"
"hsa-miR-4275"	8.79429825048302	-0.451482190995793	0.369259715857859	-1.222668413604	0.221454961772089	0.388557241432853	"none"	"T22D"
"hsa-miR-6871-3p"	0.352323190825483	1.71592370622931	1.40373605237813	1.22239768888338	0.221557272816865	0.388557241432853	"none"	"T22D"
"hsa-miR-384"	2.99730879685103	0.709792163736658	0.58182921321207	1.21993215125475	0.222490596491089	0.389472660553827	"none"	"T22D"
"hsa-miR-6503-5p"	6.63110853182011	-0.377656756644576	0.309615584447684	-1.21976016587882	0.222555806030758	0.389472660553827	"none"	"T22D"
"hsa-miR-1185-2-3p"	3.34777603373647	-0.481914972483855	0.395804751780794	-1.21755731914697	0.223392241983726	0.390600855726051	"none"	"T22D"
"hsa-miR-1181"	3.58360874431078	-0.549315799159481	0.451420206000462	-1.21686134527819	0.223656974910059	0.390728351536698	"none"	"T22D"
"hsa-miR-8074"	1.58644974388876	-0.974855360921541	0.802144302429793	-1.21531170634583	0.224247228767995	0.391423826050049	"none"	"T22D"
"hsa-miR-148a-5p"	33.396611247766	-0.345088827037128	0.284222846189161	-1.21414879790296	0.224690908645556	0.391862483656675	"none"	"T22D"
"hsa-miR-142-3p"	20.2420258389944	0.345854220341113	0.28518150522373	1.2127512268714	0.225224947848944	0.39245784325774	"none"	"T22D"
"hsa-miR-4326"	10.7554841773746	0.335687158121382	0.27782422002779	1.20827175574471	0.226942748855826	0.39477572964929	"none"	"T22D"
"hsa-miR-4517"	1.49599370873878	-0.969280521453689	0.802022867769576	-1.20854474405357	0.226837795883298	0.39477572964929	"none"	"T22D"
"hsa-miR-5692a"	4.56566801207617	-0.518270121456303	0.429563046168535	-1.20650536883698	0.227622690230619	0.395620665528814	"none"	"T22D"
"hsa-miR-495-3p"	6.44663743480636	-0.317255310578251	0.263948042740564	-1.20196121662505	0.229378554683201	0.397993284403475	"none"	"T22D"
"hsa-miR-6860"	5.02022682943959	-0.661884510802931	0.550471843982555	-1.20239485095973	0.229210583191877	0.397993284403475	"none"	"T22D"
"hsa-miR-146b-3p"	23.6336384360306	0.187318038487422	0.156357179368791	1.19801367128532	0.230911694733864	0.399972042664014	"none"	"T22D"
"hsa-miR-4687-5p"	6.7926267207313	-0.337413936825071	0.281565081891938	-1.19835149500025	0.230780207192569	0.399972042664014	"none"	"T22D"
"hsa-miR-6773-3p"	0.440976687575313	1.9819159359678	1.65566670094074	1.19705006740891	0.231287040509192	0.400281819470879	"none"	"T22D"
"hsa-miR-2277-3p"	19.7632425868434	-0.194148172754564	0.162748126195159	-1.19293645520534	0.232894260585649	0.402721229892163	"none"	"T22D"
"hsa-miR-548a-5p"	4.86959417761725	0.339179398772077	0.284945675291223	1.19033004598306	0.233916695917145	0.404142693365141	"none"	"T22D"
"hsa-miR-6771-5p"	0.348007264183292	1.68309365913266	1.41456614054739	1.18983030265475	0.234113096794731	0.404142693365141	"none"	"T22D"
"hsa_piR_013624/gb/DQ588594/Homo"	7.35515796359698	-0.971318574171927	0.816986343502688	-1.1889042967445	0.234477329146328	0.404428720974657	"none"	"T22D"
"hsa-miR-3659"	1.08732993824834	-0.990999559417916	0.833931327393142	-1.18834672216448	0.234696837353484	0.404464854220853	"none"	"T22D"
"hsa-miR-6804-3p"	1.19149463094094	-0.909811574767526	0.766169814168418	-1.18748031825688	0.235038215432874	0.404710773319328	"none"	"T22D"
"hsa-miR-4713-5p"	7.8527965281221	-0.339538128315937	0.286122773866287	-1.18668683281609	0.235351170661929	0.404907377228336	"none"	"T22D"
"hsa-miR-6757-5p"	2.10449638391002	-0.895255399087485	0.755618039879547	-1.18479886905585	0.236096979863193	0.405714581696619	"none"	"T22D"
"hsa-miR-887-3p"	8.65802033931298	-0.427752834360432	0.361127930360332	-1.18449114122417	0.236218700978002	0.405714581696619	"none"	"T22D"
"hsa-miR-3920"	5.54348629008302	-0.37146568915509	0.315165655731895	-1.17863632156382	0.238543022046916	0.409361529831144	"none"	"T22D"
"hsa-miR-556-3p"	7.96489232698037	0.217262120307423	0.184550259949814	1.17725177069111	0.239095030675036	0.409963449061489	"none"	"T22D"
"hsa-miR-1231"	4.31377035025449	0.550307759214395	0.468268292458287	1.1751975695929	0.239915682365273	0.41102459628096	"none"	"T22D"
"hsa-miR-4654"	3.89902143532408	-0.487215965048751	0.415564464873146	-1.17241969954644	0.241028594224674	0.412237822364115	"none"	"T22D"
"hsa-miR-6807-5p"	1.56169313891457	-0.93790948931033	0.799687323079977	-1.17284526369381	0.240857862941686	0.412237822364115	"none"	"T22D"
"hsa-miR-1299"	21.2657694613069	0.379589988238773	0.324876321446629	1.16841383375837	0.242639877496547	0.414645495352741	"none"	"T22D"
"hsa-miR-186-3p"	8.88546671834318	-0.247939747044935	0.212534561045283	-1.16658554648958	0.243377783037852	0.415557874306877	"none"	"T22D"
"hsa-miR-150-3p"	4.60455736048752	-0.442209803562519	0.379510189807258	-1.16521193749002	0.243933214709783	0.416157419065182	"none"	"T22D"
"hsa-miR-184"	6.97523211740098	-0.319640788506732	0.274711411767925	-1.16355118431251	0.244605943981859	0.416797326695226	"none"	"T22D"
"hsa-miR-4265"	1.43740368098134	-0.961640969177137	0.827024742507658	-1.16277170409836	0.244922140429153	0.416797326695226	"none"	"T22D"
"hsa-miR-611"	1.36314986836632	-1.07290238252389	0.922575440571804	-1.16294270944272	0.244852747497309	0.416797326695226	"none"	"T22D"
"hsa-miR-370-3p"	177.254804685964	0.321659920777275	0.277157736548189	1.16056627097381	0.245818328684067	0.417973234999537	"none"	"T22D"
"hsa-miR-548ap-5p/548j-5p"	134.369699789519	0.201547074774718	0.173974284751045	1.15848773319074	0.24666505473829	0.418713930418248	"none"	"T22D"
"hsa_piR_010431/gb/DQ584049/Homo"	3.81140313696018	-0.500739275284263	0.432137665418193	-1.15874943416395	0.246558334302521	0.418713930418248	"none"	"T22D"
"hsa-miR-4307"	3.58609523270178	0.4954708216944	0.428198477024658	1.1571055206389	0.247229251439942	0.419112797584792	"none"	"T22D"
"hsa-miR-6746-5p"	2.11729875307896	-1.05248653769085	0.90974394806383	-1.15690413762115	0.247311528078999	0.419112797584792	"none"	"T22D"
"hsa-miR-4767"	2.05335686099479	-0.955481191422911	0.826970846613047	-1.15539888175767	0.247927119640527	0.419806768668124	"none"	"T22D"
"hsa-miR-155-5p"	288.964801492288	-0.83787367058312	0.725850306813404	-1.15433397591511	0.248363272201396	0.420114671369398	"none"	"T22D"
"hsa-miR-6885-3p"	1.69121185626361	-0.975809905015889	0.845627195359442	-1.15394811137917	0.248521442808112	0.420114671369398	"none"	"T22D"
"hsa-miR-551a"	1.82191327455522	-0.880299983280586	0.76371885997851	-1.15264926586382	0.249054373201562	0.420666466178758	"none"	"T22D"
"hsa-miR-487a-3p"	1.9651542227022	-0.923103244609721	0.803157453316796	-1.14934281042601	0.250414651903012	0.422613625456864	"none"	"T22D"
"hsa-miR-619-3p"	3.78175406066819	0.525335012031513	0.457496063893973	1.148283129608	0.25085170123167	0.423000757788834	"none"	"T22D"
"hsa-miR-141-3p"	15.5843440966274	-0.225036643730298	0.196205713623413	-1.14694235745969	0.251405445030953	0.42358386396034	"none"	"T22D"
"hsa-miR-365b-3p"	1.62660470179535	-0.878279474688245	0.768559176447947	-1.14276102817143	0.253137823638681	0.425832579435166	"none"	"T22D"
"hsa-miR-4482-5p"	2.01199994321026	-0.936858300689524	0.819855159416239	-1.14271196555815	0.253158200145305	0.425832579435166	"none"	"T22D"
"hsa-miR-3136-5p"	2.01333685610179	-0.987237195830543	0.864672305722149	-1.14174721371009	0.253559109501542	0.425961942305932	"none"	"T22D"
"hsa-miR-4530"	1.26411042904827	-1.01393990929277	0.888562385192351	-1.14110154356048	0.253827669035037	0.425961942305932	"none"	"T22D"
"hsa-miR-502-3p"	18.2745002314141	0.242989648272148	0.212958650975914	1.14101797301313	0.253862443769957	0.425961942305932	"none"	"T22D"
"hsa-miR-4781-5p"	3.15868329600238	0.731478240219215	0.641535045771262	1.14019997043158	0.254202999824103	0.426182313285348	"none"	"T22D"
"hsa-miR-6131"	14.2457417336121	-0.276360661992959	0.242929795649055	-1.13761533966875	0.255281138456913	0.427637893944682	"none"	"T22D"
"hsa-miR-6869-5p"	1.69482666160394	-0.891965742537938	0.78496321799303	-1.13631533566438	0.255824614812791	0.428196171219109	"none"	"T22D"
"hsa-miR-210-3p"	26.2715741173228	0.233641410661731	0.206355939111726	1.1322252786494	0.257539735058544	0.429295846773031	"none"	"T22D"
"hsa-miR-548t-5p"	8.56535051408293	-0.401024031383541	0.354588267028372	-1.13095685524037	0.258073251288965	0.429295846773031	"none"	"T22D"
"hsa-miR-593-5p"	6.29369431182404	-0.372886348456462	0.329674679849858	-1.13107366518497	0.2580240874144	0.429295846773031	"none"	"T22D"
"hsa-miR-660-5p"	180.145919373307	-0.25946145283259	0.228763806773398	-1.13418926049608	0.256715167909388	0.429295846773031	"none"	"T22D"
"hsa-miR-6771-3p"	1.9993367099121	-0.908653518190276	0.803597085754067	-1.13073271954144	0.258167605447699	0.429295846773031	"none"	"T22D"
"hsa-miR-7974"	1.66313069840222	-0.877452292025912	0.775432566702791	-1.13156492221744	0.257817394444176	0.429295846773031	"none"	"T22D"
"hsa-miR-7978"	0.306011431704908	-1.82075162418826	1.60918364484731	-1.1314753477755	0.257855073702747	0.429295846773031	"none"	"T22D"
"hsa_piR_014620/gb/DQ590013/Homo"	108.403067377687	-0.693990402489695	0.613600277719097	-1.13101383374438	0.258049268923289	0.429295846773031	"none"	"T22D"
"hsa-miR-4330"	1.05446224940032	-1.00541255108398	0.889608695551208	-1.13017392490866	0.25840294475098	0.429336703472876	"none"	"T22D"
"hsa-miR-6126"	127.468149739657	-0.248629937097003	0.220521006998665	-1.12746599737099	0.259545508996819	0.430883620070514	"none"	"T22D"
"hsa-miR-877-3p"	14.4320600601057	-0.234844179384287	0.208480224972822	-1.12645781831299	0.259971785480163	0.431239842852682	"none"	"T22D"
"hsa-miR-2276-3p"	3.55716040750946	0.590153433324962	0.52418538578219	1.12584869653383	0.260229568000601	0.431280447706345	"none"	"T22D"
"hsa-miR-578"	1.66351914928222	-0.908973270985854	0.807689299079901	-1.12539967041947	0.260419710691607	0.431280447706345	"none"	"T22D"
"hsa-miR-1976"	21.3453569167748	-0.134737526588538	0.120000124065941	-1.12281156071555	0.261517534395035	0.432746724258883	"none"	"T22D"
"hsa-let-7b-5p"	47.8896106283916	-0.203185570233269	0.181132831776989	-1.12174898520568	0.261969182397307	0.43314222771373	"none"	"T22D"
"hsa-miR-3919"	1.15250925988482	-1.05704309169387	0.944512202488153	-1.11914180558946	0.263079647354421	0.43462550013054	"none"	"T22D"
"hsa-miR-6721-5p"	24.1104150539939	0.240191761571388	0.215399461120206	1.11509917583938	0.264807924649617	0.437126209490495	"none"	"T22D"
"hsa-miR-10a-3p"	8.01021992555585	-0.205824213063775	0.184898496244559	-1.11317407790888	0.265633673433361	0.43742586320433	"none"	"T22D"
"hsa-miR-1250-5p"	7.09843298625719	0.259394405409467	0.232832857602689	1.11407989439404	0.26524491317394	0.43742586320433	"none"	"T22D"
"hsa-miR-3187-3p"	17.2021243195871	0.165812012023243	0.14891211748597	1.1134890485918	0.265498449167617	0.43742586320433	"none"	"T22D"
"hsa-miR-2110"	47.2326190334396	0.159027578851346	0.143280774278656	1.10990172723428	0.2670413761341	0.439281599362507	"none"	"T22D"
"hsa-miR-4491"	3.70556176570708	-0.492794348528083	0.444137919991385	-1.10955252039196	0.267191900643174	0.439281599362507	"none"	"T22D"
"hsa-miR-7843-5p"	1.31092916165425	-0.879489446024792	0.79361234828394	-1.10821038499029	0.267770966859565	0.439878596365269	"none"	"T22D"
"hsa-miR-4999-5p"	1.25278109678842	-0.816463199719619	0.737204615321007	-1.10751232799065	0.268072485252834	0.440019059194216	"none"	"T22D"
"hsa-miR-6785-5p"	16.3291806930039	-0.291559539769345	0.263762468992928	-1.10538675529748	0.268992040331741	0.441172935713169	"none"	"T22D"
"hsa-miR-4680-3p"	0.433303890424229	1.69664489314913	1.53717364613911	1.10374315706658	0.269704568867523	0.441985685263994	"none"	"T22D"
"hsa-miR-1287-5p"	27.5848618966575	-0.142646608544215	0.12940100634105	-1.1023608902102	0.270304807238461	0.442602368990337	"none"	"T22D"
"hsa-miR-4665-5p"	5.59379214596844	-0.328863690711809	0.298457894872771	-1.10187633284755	0.270515439073623	0.442602368990337	"none"	"T22D"
"hsa-miR-5684"	0.346811312439568	1.6782629632504	1.52395776419868	1.10125293671302	0.270786588076315	0.442690433315774	"none"	"T22D"
"hsa-miR-642b-5p"	0.363377932201826	1.67596234354112	1.52287912154471	1.10052224095182	0.271104644591664	0.442854980780449	"none"	"T22D"
"hsa-miR-4653-3p"	5.17548690337899	-0.333408746553647	0.303880762749737	-1.09716963830392	0.272567242873349	0.444887398824528	"none"	"T22D"
"hsa-miR-6755-5p"	2.00726199462992	-0.847707433570858	0.775173543249447	-1.09357116345503	0.274143102156678	0.447101280298761	"none"	"T22D"
"hsa-miR-127-3p"	289.430549430645	0.639788340747222	0.585344751821197	1.093011150705	0.2743889039331	0.44714415784938	"none"	"T22D"
"hsa-miR-541-3p"	1.18318582010743	-0.905904004194963	0.829348385141552	-1.09230815472118	0.274697677208772	0.447289503176874	"none"	"T22D"
"hsa-miR-340-5p"	313.338564052988	0.311386885016285	0.285297385145612	1.09144668415856	0.275076379880256	0.447548391226903	"none"	"T22D"
"hsa-miR-16-5p"	231.901198235367	-0.233125397172309	0.214084081684492	-1.08894316353646	0.276178950301737	0.447554607195578	"none"	"T22D"
"hsa-miR-4647"	2.426473799952	0.676956103986303	0.620617320365864	1.09077861956419	0.275370306489687	0.447554607195578	"none"	"T22D"
"hsa-miR-4804-5p"	7.20970554864235	-0.373095115449261	0.34244543158067	-1.08950238794869	0.275932402383812	0.447554607195578	"none"	"T22D"
"hsa-miR-6072"	5.27636865957875	-0.464989150205724	0.426947969525316	-1.08910027309113	0.276109669498484	0.447554607195578	"none"	"T22D"
"hsa-miR-627-3p"	0.416505685821352	1.76914028795526	1.62538249215478	1.08844551759008	0.276398476117838	0.447554607195578	"none"	"T22D"
"hsa-miR-6869-3p"	0.341152763988667	1.65989338851882	1.5230432295195	1.08985310222776	0.275777857938565	0.447554607195578	"none"	"T22D"
"hsa_piR_019963/gb/DQ597422/Homo"	0.259549822575525	-1.77209821690054	1.63043351081029	-1.08688775417762	0.277086418902045	0.448312180542864	"none"	"T22D"
"hsa-miR-885-5p"	9.51121931013251	-0.269223778470542	0.247951599822437	-1.08579165717559	0.27757117828364	0.448740071558551	"none"	"T22D"
"hsa-miR-1304-3p"	25.7612745746156	0.133389300190051	0.122995315999639	1.08450715465004	0.278139996455505	0.449303071197355	"none"	"T22D"
"hsa-miR-8053"	1.80602344594643	-0.820957930077059	0.758509464163659	-1.08233050326176	0.279105696638638	0.450401781822402	"none"	"T22D"
"hsa-miR-944"	14.6701059176142	-0.419546406583826	0.38775877666087	-1.08197784766264	0.279262371350856	0.450401781822402	"none"	"T22D"
"hsa-miR-5187-5p"	47.8471375826973	0.162163955516681	0.150368798065342	1.07844152246408	0.28083676523211	0.452582666754594	"none"	"T22D"
"hsa-miR-149-3p"	4.86494070726947	-0.475695729616604	0.4421824196665	-1.07579068832131	0.282020877678223	0.453915062624541	"none"	"T22D"
"hsa_piR_001040/gb/DQ571333/Homo"	32.2220383231066	-1.11687718689663	1.03838249477244	-1.07559323517043	0.282109214179022	0.453915062624541	"none"	"T22D"
"hsa-miR-4462"	5.672139642124	-0.306715658126768	0.285787738474166	-1.07322889275914	0.283168430218618	0.455259741401204	"none"	"T22D"
"hsa-miR-374b-3p"	28.9049477416549	-0.173390149175831	0.162455850024291	-1.06730628136755	0.285833552580827	0.459182134548221	"none"	"T22D"
"hsa-miR-3656"	10.165531831081	0.211839101997668	0.19890744105277	1.06501345991107	0.286869838799641	0.459759135826017	"none"	"T22D"
"hsa-miR-4999-3p"	6.8393562927284	-0.327704029712493	0.30744268166044	-1.06590284713438	0.286467561831918	0.459759135826017	"none"	"T22D"
"hsa-miR-5191"	10.1751120857517	-0.284906822863069	0.267476257838202	-1.06516677467281	0.286800466111813	0.459759135826017	"none"	"T22D"
"hsa-miR-3187-5p"	1.66677017011197	-0.936309859045848	0.880357264204206	-1.06355669126241	0.287529570544704	0.460454194339279	"none"	"T22D"
"hsa-miR-1283"	1.06450969635053	-0.850422341957339	0.805189977218462	-1.05617601562197	0.290887806316929	0.465140932186602	"none"	"T22D"
"hsa-miR-450b-5p"	10.9000417026333	0.208147833640389	0.197180389327751	1.05562137467133	0.291141231486459	0.465140932186602	"none"	"T22D"
"hsa_piR_016984/gb/DQ593431/Homo"	0.322304160138846	1.62052469345984	1.53462753007089	1.05597264593903	0.290980712255912	0.465140932186602	"none"	"T22D"
"hsa-miR-1909-5p"	0.283025802655091	1.24766597631475	1.18444701371119	1.05337424289287	0.292169504279214	0.466417931204357	"none"	"T22D"
"hsa-miR-1199-5p"	9.48454768619575	-0.224792594650963	0.214225180956551	-1.04932853200183	0.294026938584938	0.468435083797145	"none"	"T22D"
"hsa-miR-2909"	12.5417023417283	-0.528977386888233	0.504210636106367	-1.04911984993637	0.294122961304148	0.468435083797145	"none"	"T22D"
